index,date,hair,age,experience,salary,gender,diploma,speciality,score,availability,hired
3485,2011-11-24,brun,62.0,7.0,27078.0,F,licence,forage,88.55,non,No
19985,2010-05-04,roux,42.0,5.0,28549.0,M,master,geologie,81.36,oui,No
7989,2011-11-18,chatain,32.0,6.0,33851.0,M,master,geologie,46.68,non,Yes
15321,2014-04-25,chatain,19.0,12.0,31064.0,F,licence,archeologie,50.99,non,Yes
13705,2012-04-12,brun,34.0,9.0,29606.0,F,master,geologie,69.49,non,No
7614,2011-05-30,roux,23.0,13.0,25865.0,F,licence,geologie,82.35,non,No
13295,2011-03-08,chatain,48.0,9.0,29568.0,M,doctorat,geologie,104.95,non,No
11264,2012-09-03,brun,49.0,8.0,33133.0,M,master,geologie,71.61,non,No
10375,2012-12-19,chatain,43.0,17.0,33663.0,F,master,detective,105.14,oui,No
3128,2011-04-28,chatain,28.0,10.0,33732.0,M,doctorat,geologie,92.71,oui,No
15755,2011-08-27,chatain,38.0,11.0,33160.0,F,licence,archeologie,49.67,non,Yes
8458,2014-06-06,brun,33.0,9.0,33194.0,M,master,geologie,48.79,non,No
19828,2012-05-13,brun,45.0,8.0,36520.0,M,master,geologie,79.25,non,No
1078,2011-05-29,chatain,31.0,5.0,41586.0,F,licence,forage,74.78,non,No
16975,2011-09-06,brun,39.0,11.0,32188.0,F,licence,detective,89.28,non,No
12638,2014-07-02,blond,50.0,12.0,38902.0,M,licence,forage,77.02,non,No
1882,2013-11-28,blond,35.0,6.0,36599.0,M,master,detective,71.3,oui,No
6101,2014-08-29,blond,52.0,9.0,34805.0,F,bac,geologie,64.64,non,No
2550,2011-03-15,brun,28.0,12.0,36811.0,M,master,forage,91.68,oui,No
14821,2011-09-13,brun,35.0,5.0,24111.0,F,licence,detective,90.37,non,No
8681,2012-05-05,blond,42.0,10.0,40299.0,M,bac,geologie,57.86,non,No
12024,2010-02-21,blond,43.0,7.0,39411.0,M,licence,geologie,70.23,oui,No
5346,2014-03-23,brun,40.0,8.0,34407.0,M,master,geologie,59.88,non,No
9788,2014-02-06,brun,37.0,11.0,28209.0,F,master,geologie,59.44,non,No
8078,2012-06-17,brun,54.0,5.0,21406.0,F,doctorat,geologie,117.7,oui,No
19159,2013-10-29,chatain,38.0,15.0,28561.0,F,doctorat,detective,97.28,oui,No
19149,2011-12-27,blond,41.0,8.0,30488.0,M,master,geologie,98.27,oui,No
11509,2012-08-25,blond,33.0,6.0,39564.0,M,licence,detective,51.77,oui,No
10993,2011-02-28,chatain,22.0,10.0,42126.0,M,licence,geologie,41.63,non,No
18770,2011-05-07,blond,40.0,7.0,35587.0,M,licence,geologie,74.06,non,No
16135,2013-12-22,blond,40.0,7.0,30383.0,M,master,geologie,100.51,non,No
4364,2012-10-08,chatain,42.0,10.0,34996.0,F,master,detective,102.49,oui,No
6011,2010-05-20,brun,37.0,11.0,33429.0,M,licence,geologie,62.2,non,No
19277,2010-11-10,blond,35.0,11.0,32910.0,M,master,detective,95.85,oui,No
8372,2012-01-28,brun,41.0,9.0,36383.0,F,bac,geologie,70.84,non,No
18807,2012-08-24,blond,37.0,3.0,37420.0,M,licence,detective,47.6,non,No
17948,2010-05-11,blond,24.0,9.0,29727.0,M,master,forage,106.67,oui,No
349,2011-10-14,blond,39.0,12.0,36433.0,M,licence,forage,86.47,oui,Yes
18954,2013-05-25,chatain,35.0,10.0,36826.0,F,master,detective,65.98,oui,No
13311,2012-12-30,brun,26.0,5.0,25743.0,F,master,detective,87.75,non,No
9670,2012-04-30,brun,51.0,8.0,44650.0,F,bac,forage,79.48,non,No
11650,2010-10-26,chatain,31.0,10.0,34261.0,F,master,archeologie,82.5,oui,No
6120,2012-08-10,brun,50.0,12.0,37604.0,M,master,geologie,71.85,oui,No
6561,2012-08-03,brun,32.0,6.0,33457.0,F,master,forage,98.37,oui,No
5338,2011-06-07,blond,40.0,12.0,36023.0,F,bac,geologie,64.25,non,No
16356,2010-09-26,blond,36.0,5.0,40267.0,F,licence,detective,85.06,oui,No
3717,2011-12-29,chatain,49.0,14.0,38649.0,F,master,archeologie,76.57,oui,No
12103,2011-12-20,brun,20.0,10.0,42819.0,M,licence,geologie,65.79,non,No
14629,2014-10-20,chatain,51.0,2.0,34809.0,F,master,forage,86.08,non,No
18387,2013-11-19,blond,56.0,9.0,31949.0,M,master,forage,69.93,non,No
10920,2010-01-08,brun,37.0,13.0,39835.0,M,licence,geologie,72.37,non,No
18491,2011-01-07,chatain,30.0,13.0,32979.0,F,master,geologie,73.26,non,No
3369,2011-03-20,brun,15.0,8.0,44638.0,M,licence,forage,80.16,oui,No
15300,2013-03-30,blond,49.0,5.0,33812.0,F,licence,forage,96.48,non,No
12700,2013-01-20,brun,35.0,14.0,23222.0,F,doctorat,forage,97.49,oui,No
14198,2014-05-01,chatain,35.0,13.0,33870.0,M,doctorat,geologie,83.26,oui,No
6913,2011-04-01,roux,39.0,8.0,25674.0,M,master,geologie,85.26,non,No
13264,2013-07-11,blond,29.0,8.0,,M,licence,geologie,80.5,non,No
3151,2010-02-15,brun,14.0,6.0,33159.0,M,doctorat,detective,,oui,No
4714,2014-02-24,chatain,38.0,11.0,43987.0,F,licence,detective,68.91,oui,No
10534,2011-09-09,chatain,25.0,9.0,40120.0,M,master,forage,80.33,oui,No
11672,2013-03-02,blond,60.0,5.0,33189.0,F,bac,forage,71.36,non,No
10583,2012-12-23,blond,34.0,10.0,29663.0,M,master,geologie,90.04,non,No
14985,2014-05-06,blond,27.0,10.0,39344.0,M,licence,geologie,55.28,non,No
10171,2010-04-27,chatain,44.0,9.0,34254.0,M,master,geologie,79.02,oui,No
19002,2012-12-26,brun,50.0,9.0,39801.0,M,licence,geologie,47.47,non,No
13174,2013-04-10,brun,45.0,4.0,28883.0,M,master,geologie,83.28,non,Yes
6350,2012-04-27,brun,43.0,9.0,37857.0,F,bac,geologie,65.45,non,No
19091,2012-04-13,blond,52.0,6.0,38883.0,M,licence,geologie,67.8,non,No
7042,2014-09-21,roux,33.0,8.0,32747.0,M,licence,forage,74.19,non,No
13864,2013-04-11,brun,46.0,11.0,32904.0,F,master,archeologie,108.18,oui,No
3690,2010-02-08,brun,23.0,2.0,32103.0,F,licence,forage,88.41,non,No
17404,2011-09-06,chatain,51.0,8.0,35368.0,F,licence,forage,62.09,non,No
19057,2013-07-06,brun,38.0,10.0,30172.0,F,doctorat,archeologie,121.86,oui,No
6919,2014-07-31,chatain,37.0,9.0,42182.0,F,licence,forage,58.32,non,No
6682,2010-11-29,brun,31.0,10.0,32136.0,M,licence,geologie,,non,No
6128,2011-06-16,brun,24.0,12.0,40601.0,F,master,detective,87.72,oui,No
17482,2010-07-20,blond,12.0,12.0,36975.0,M,master,geologie,87.93,,Yes
13433,2012-12-19,brun,47.0,16.0,34570.0,F,licence,detective,72.8,non,No
9905,2012-03-13,brun,37.0,13.0,36643.0,F,master,archeologie,88.55,oui,No
1520,2013-08-17,brun,21.0,15.0,34194.0,M,master,detective,90.34,oui,No
16762,2011-11-13,roux,33.0,9.0,47024.0,M,bac,geologie,53.78,non,No
13218,2010-04-09,blond,35.0,9.0,15541.0,F,master,forage,95.71,non,No
18990,2014-04-15,roux,18.0,10.0,34668.0,M,bac,geologie,60.91,non,No
11492,2012-10-12,brun,38.0,10.0,34464.0,M,master,geologie,68.49,non,No
3504,2012-06-17,brun,17.0,9.0,40440.0,F,licence,detective,68.26,oui,No
5471,2011-11-11,blond,36.0,6.0,36655.0,M,master,forage,64.92,oui,No
16087,2012-02-26,brun,26.0,14.0,32326.0,F,master,detective,98.69,oui,No
15462,2010-12-24,blond,40.0,8.0,40751.0,M,master,geologie,99.39,oui,Yes
18981,2011-08-02,chatain,29.0,11.0,36428.0,F,master,geologie,54.63,oui,Yes
567,2011-11-02,brun,32.0,12.0,41936.0,F,bac,forage,74.39,non,No
16799,2011-10-02,brun,53.0,6.0,29400.0,F,master,detective,87.65,non,No
5908,2014-06-22,brun,41.0,9.0,34529.0,F,licence,geologie,102.57,non,No
16527,2010-06-13,blond,35.0,12.0,39126.0,F,bac,geologie,71.52,non,No
13216,2014-04-18,blond,15.0,12.0,36666.0,F,licence,archeologie,83.16,oui,No
15934,2013-06-15,chatain,32.0,9.0,32234.0,M,master,forage,73.7,non,Yes
3175,2012-04-20,blond,36.0,7.0,28374.0,F,master,archeologie,94.4,oui,No
917,2014-09-25,chatain,19.0,7.0,35132.0,F,doctorat,geologie,65.74,non,No
5204,2014-06-03,chatain,34.0,9.0,42061.0,M,master,forage,63.01,oui,No
11456,2013-02-15,chatain,34.0,7.0,33847.0,F,licence,forage,61.89,non,No
11751,2010-05-18,roux,46.0,11.0,35477.0,M,licence,forage,74.49,non,No
1399,2013-10-16,blond,34.0,8.0,35857.0,M,licence,geologie,43.36,non,No
6251,2012-09-14,chatain,24.0,7.0,27089.0,M,doctorat,geologie,83.0,oui,No
16657,2014-02-11,brun,32.0,13.0,42613.0,M,licence,geologie,50.41,non,No
10193,2013-08-02,brun,10.0,9.0,29404.0,F,licence,geologie,74.68,non,No
17078,2012-08-05,roux,34.0,12.0,45733.0,M,licence,geologie,99.09,oui,Yes
18894,2014-06-17,chatain,54.0,12.0,31448.0,F,doctorat,archeologie,105.07,oui,No
9160,2014-01-14,chatain,41.0,9.0,34386.0,F,master,geologie,94.85,non,No
16830,2013-05-31,chatain,27.0,9.0,36730.0,M,doctorat,geologie,73.41,oui,No
3574,2012-07-11,brun,42.0,,27717.0,M,master,forage,78.0,non,Yes
6206,2014-02-12,roux,28.0,9.0,31613.0,M,licence,geologie,69.3,non,No
8808,2011-01-22,chatain,19.0,14.0,28392.0,F,doctorat,forage,102.53,oui,No
7668,2010-08-31,blond,36.0,15.0,40323.0,M,bac,geologie,36.44,non,No
9186,2010-12-03,blond,39.0,9.0,36418.0,M,licence,forage,71.2,non,No
1905,2011-04-01,blond,26.0,10.0,41236.0,F,licence,detective,72.09,non,Yes
15231,2013-03-07,chatain,33.0,16.0,35163.0,F,master,geologie,92.85,non,No
17762,2014-11-13,brun,36.0,12.0,33308.0,M,doctorat,detective,93.15,oui,No
18028,2012-05-18,blond,33.0,10.0,35289.0,M,licence,geologie,86.83,non,No
19195,2010-08-16,chatain,49.0,6.0,33783.0,F,master,geologie,83.86,non,No
16207,2013-03-21,blond,26.0,8.0,39250.0,M,bac,forage,58.56,non,Yes
13633,2012-12-31,chatain,27.0,12.0,38355.0,M,licence,geologie,43.83,non,No
4924,2014-09-14,brun,18.0,7.0,32232.0,M,master,geologie,86.95,non,No
4503,2010-12-19,roux,36.0,10.0,42255.0,M,bac,geologie,66.36,non,No
6124,2013-04-11,roux,40.0,13.0,28419.0,M,licence,forage,95.61,non,No
12454,2010-05-18,chatain,25.0,8.0,38391.0,F,licence,forage,74.29,non,No
7753,2010-02-17,chatain,35.0,12.0,38546.0,M,master,forage,,non,No
15886,2014-10-11,roux,59.0,12.0,28178.0,M,licence,geologie,85.56,non,No
14554,2010-02-08,blond,33.0,11.0,34537.0,M,licence,forage,69.92,oui,No
3055,2014-07-17,chatain,31.0,4.0,,F,licence,detective,54.71,non,No
2302,2013-12-16,chatain,24.0,8.0,34412.0,F,licence,archeologie,63.87,non,Yes
6871,2014-06-25,blond,32.0,12.0,27186.0,M,master,geologie,94.14,non,No
10916,2013-06-14,roux,35.0,9.0,30762.0,M,licence,geologie,80.54,non,No
7358,2013-11-06,brun,58.0,11.0,28842.0,,master,geologie,96.65,non,No
16197,2011-02-04,chatain,40.0,11.0,37106.0,F,doctorat,detective,89.48,oui,No
16425,2013-05-11,brun,13.0,11.0,30893.0,F,master,geologie,102.77,non,No
15779,2011-10-04,brun,34.0,9.0,39415.0,M,licence,geologie,68.01,non,No
10452,2011-07-05,brun,51.0,4.0,35889.0,F,licence,forage,59.53,non,No
18677,2010-11-20,chatain,33.0,9.0,28917.0,F,doctorat,detective,97.21,oui,No
8799,2012-02-24,chatain,36.0,9.0,37409.0,F,licence,detective,65.65,non,Yes
15488,2010-12-02,blond,39.0,10.0,33670.0,F,licence,geologie,89.94,non,No
212,2011-01-25,blond,29.0,5.0,34391.0,F,licence,forage,71.15,non,No
12029,2012-12-14,blond,40.0,12.0,28477.0,F,bac,geologie,68.93,non,No
5641,2011-11-27,brun,23.0,6.0,32664.0,M,licence,forage,63.38,non,No
4410,2012-02-14,blond,42.0,11.0,30134.0,F,licence,geologie,102.74,non,No
19473,2011-09-07,brun,41.0,13.0,31926.0,M,master,forage,90.2,oui,No
12358,2012-05-13,chatain,26.0,10.0,39314.0,F,master,detective,70.18,oui,No
1417,2014-03-10,chatain,24.0,13.0,34701.0,F,master,geologie,87.64,non,No
14776,2012-12-16,chatain,19.0,8.0,38559.0,F,master,detective,69.45,non,No
16377,2013-06-29,blond,53.0,9.0,34727.0,M,licence,geologie,55.55,non,No
7200,2013-02-13,brun,13.0,9.0,33320.0,F,master,archeologie,86.01,oui,No
6665,2012-05-04,blond,12.0,8.0,34801.0,M,licence,geologie,62.32,non,No
14886,2014-03-12,brun,25.0,7.0,33624.0,M,licence,geologie,52.85,non,No
12726,2012-12-14,blond,34.0,11.0,26769.0,F,licence,forage,90.33,non,No
17486,2013-06-07,brun,36.0,8.0,44835.0,M,,detective,61.21,oui,No
14301,2014-03-17,brun,38.0,14.0,37734.0,M,master,detective,90.34,oui,Yes
17338,2011-10-03,blond,45.0,9.0,35314.0,F,bac,forage,71.19,non,No
5079,2012-12-18,chatain,33.0,9.0,40728.0,F,master,forage,80.52,oui,No
15338,2012-01-10,brun,35.0,10.0,35381.0,M,licence,geologie,72.19,non,No
6372,2013-03-19,blond,49.0,15.0,35968.0,M,licence,detective,82.04,oui,No
12054,2013-03-08,chatain,57.0,12.0,30711.0,M,master,geologie,64.32,non,Yes
8421,2013-10-30,blond,38.0,11.0,41928.0,M,bac,geologie,59.48,non,Yes
12697,2013-04-15,brun,43.0,9.0,41784.0,M,licence,geologie,72.08,oui,No
18295,2010-05-15,brun,47.0,13.0,35959.0,M,doctorat,geologie,89.14,oui,Yes
3309,2010-06-24,blond,28.0,9.0,42075.0,F,bac,detective,66.88,non,No
17432,2014-02-12,chatain,35.0,10.0,42220.0,M,licence,forage,64.59,oui,No
4317,2010-05-09,,39.0,7.0,42723.0,F,licence,geologie,64.35,non,No
14635,2011-10-13,blond,38.0,9.0,31715.0,M,licence,geologie,35.49,non,No
2379,2012-01-03,chatain,35.0,8.0,24785.0,F,doctorat,detective,95.34,oui,No
16475,2012-02-18,chatain,28.0,7.0,35509.0,M,master,geologie,67.21,non,No
7905,2012-06-08,brun,26.0,5.0,33430.0,F,licence,geologie,71.69,non,No
11874,2010-10-24,chatain,43.0,11.0,36400.0,F,master,forage,72.08,non,No
9169,2013-08-30,brun,45.0,10.0,36881.0,M,master,geologie,98.35,oui,No
10786,2011-11-21,brun,40.0,7.0,35800.0,F,master,detective,79.36,non,No
11219,2010-12-02,blond,38.0,11.0,29645.0,M,master,geologie,74.96,non,No
13498,2012-07-11,blond,36.0,10.0,35894.0,M,bac,forage,33.65,non,No
13750,2012-05-27,chatain,37.0,8.0,36234.0,F,doctorat,forage,70.15,oui,No
5343,2013-04-08,roux,53.0,8.0,40372.0,M,bac,forage,47.91,non,No
17767,2010-09-01,blond,30.0,5.0,40242.0,F,bac,detective,81.11,oui,No
14655,2014-09-22,roux,30.0,9.0,28948.0,M,bac,geologie,61.39,non,No
11623,2013-05-04,brun,33.0,11.0,,M,doctorat,archeologie,83.76,oui,No
5530,2012-02-29,brun,35.0,9.0,36141.0,F,master,geologie,61.63,oui,Yes
10043,2014-10-21,roux,18.0,10.0,20048.0,F,licence,geologie,96.55,non,No
19607,2011-12-16,chatain,30.0,10.0,40905.0,M,master,forage,53.53,oui,No
12411,2013-09-30,chatain,49.0,11.0,39755.0,F,master,detective,74.27,oui,No
7945,2010-07-11,brun,33.0,9.0,42070.0,M,master,detective,92.87,oui,No
10985,2011-02-13,chatain,26.0,10.0,38138.0,F,doctorat,detective,92.85,oui,No
14981,2013-03-06,blond,38.0,6.0,38738.0,F,bac,forage,78.44,non,No
5663,2011-12-17,blond,34.0,7.0,27291.0,F,licence,forage,84.66,non,No
13689,2010-04-19,chatain,27.0,11.0,38529.0,F,master,forage,72.93,oui,No
5331,2012-09-09,brun,43.0,9.0,30054.0,M,doctorat,forage,103.23,oui,No
12406,2014-10-12,roux,48.0,11.0,39318.0,M,master,geologie,88.07,oui,Yes
8726,2014-03-12,roux,36.0,6.0,39589.0,M,bac,detective,32.7,non,No
16592,2012-05-26,chatain,31.0,9.0,44958.0,M,licence,forage,71.05,oui,No
4479,2010-12-19,chatain,42.0,11.0,32484.0,F,doctorat,geologie,43.57,non,Yes
9335,2010-09-03,brun,33.0,13.0,32027.0,M,master,geologie,84.61,non,No
15882,2013-08-18,roux,26.0,5.0,31943.0,M,bac,geologie,69.67,non,No
279,2010-07-02,chatain,38.0,13.0,38698.0,F,licence,forage,59.3,non,No
16789,2012-06-18,chatain,47.0,9.0,40091.0,M,master,detective,72.21,oui,No
17098,2013-05-11,blond,42.0,6.0,29502.0,F,master,geologie,99.68,non,No
17658,2010-02-23,,28.0,6.0,40421.0,F,doctorat,forage,84.5,oui,No
5583,2010-01-23,blond,32.0,9.0,27957.0,M,doctorat,geologie,120.74,oui,No
18803,2012-03-17,blond,32.0,12.0,29387.0,F,licence,detective,77.96,non,No
16269,2013-10-31,chatain,40.0,11.0,35246.0,F,doctorat,forage,81.17,oui,No
6648,2013-01-14,chatain,41.0,7.0,34918.0,F,master,geologie,70.52,non,No
8727,2011-01-04,brun,37.0,12.0,40178.0,F,bac,geologie,54.19,non,No
16120,2012-02-22,chatain,35.0,10.0,34994.0,M,master,geologie,93.15,non,No
8184,2013-09-20,blond,42.0,7.0,34738.0,F,licence,detective,73.64,non,No
3568,2011-03-09,blond,49.0,6.0,31098.0,F,master,forage,101.47,oui,No
13056,2010-05-04,blond,39.0,10.0,37351.0,M,master,geologie,83.07,oui,No
17115,2012-10-21,blond,31.0,14.0,33785.0,F,licence,forage,80.24,non,No
5888,2011-11-06,chatain,50.0,8.0,40773.0,F,master,detective,67.82,oui,No
13611,2013-12-17,blond,25.0,9.0,34692.0,M,licence,forage,83.47,non,No
2082,2013-01-24,chatain,41.0,11.0,42887.0,M,licence,geologie,51.7,non,No
6126,2010-03-02,chatain,45.0,15.0,38116.0,F,master,forage,96.88,non,No
18634,2013-01-31,chatain,31.0,12.0,37477.0,F,doctorat,archeologie,99.15,oui,No
14384,2013-12-22,chatain,33.0,10.0,45900.0,M,licence,detective,49.82,oui,No
7914,2012-07-26,chatain,41.0,8.0,35444.0,F,master,geologie,95.93,non,No
7535,2010-04-12,blond,42.0,12.0,27744.0,F,licence,detective,68.74,non,No
11717,2014-03-10,chatain,34.0,9.0,36914.0,F,master,forage,104.93,oui,No
19391,2010-01-10,chatain,26.0,9.0,43161.0,M,doctorat,geologie,94.22,oui,No
12698,2013-11-29,roux,49.0,11.0,41260.0,M,licence,forage,66.73,oui,No
17686,2010-10-01,brun,34.0,10.0,39001.0,F,bac,forage,37.62,non,No
15592,2010-06-22,blond,21.0,7.0,28174.0,M,master,geologie,94.74,non,No
12925,2014-07-17,blond,49.0,5.0,35051.0,M,licence,forage,77.87,non,No
18059,2013-01-20,brun,36.0,9.0,37220.0,M,master,geologie,67.67,non,No
10495,2013-04-22,brun,44.0,10.0,32700.0,M,doctorat,forage,98.53,oui,No
7737,2012-10-30,blond,31.0,9.0,37750.0,F,bac,forage,54.47,non,No
17796,2012-01-04,brun,35.0,9.0,31674.0,F,licence,detective,69.67,non,Yes
15499,2010-09-28,brun,35.0,,34150.0,M,master,geologie,65.45,non,No
11904,2011-04-24,chatain,35.0,5.0,24258.0,F,doctorat,archeologie,,oui,No
13026,2012-12-01,brun,42.0,7.0,30914.0,F,master,detective,81.63,non,No
12856,2010-10-05,chatain,15.0,5.0,29621.0,M,doctorat,detective,84.22,oui,No
5160,2011-03-05,brun,31.0,8.0,35355.0,F,master,detective,93.49,oui,No
17107,2011-09-22,brun,43.0,5.0,25871.0,F,doctorat,geologie,103.81,non,No
15175,2010-11-14,brun,21.0,7.0,35001.0,F,licence,geologie,74.16,non,Yes
15601,2011-12-28,blond,43.0,14.0,28126.0,F,master,forage,96.39,non,Yes
221,2010-03-09,blond,35.0,10.0,32668.0,M,licence,geologie,47.54,non,No
15315,2013-11-06,blond,39.0,12.0,31381.0,M,licence,geologie,59.36,non,No
15974,2010-10-22,blond,37.0,16.0,35067.0,M,licence,geologie,59.01,non,No
2382,2013-04-22,blond,17.0,13.0,35490.0,M,licence,geologie,70.95,non,No
3232,2012-02-04,brun,30.0,4.0,35225.0,M,master,geologie,85.35,non,No
17272,2011-05-20,chatain,33.0,10.0,32307.0,F,master,geologie,95.44,non,No
13170,2012-07-11,chatain,15.0,12.0,43289.0,F,licence,detective,49.58,non,No
15312,2012-04-29,brun,45.0,10.0,37353.0,M,master,forage,71.08,oui,No
8671,2014-02-27,brun,29.0,11.0,26226.0,M,doctorat,geologie,83.12,oui,No
16076,2012-09-04,brun,29.0,5.0,37733.0,M,licence,geologie,74.85,non,No
10247,2011-05-26,blond,26.0,10.0,27713.0,M,master,geologie,73.21,non,No
909,2013-03-26,roux,40.0,5.0,30221.0,M,licence,geologie,69.76,non,No
9279,2011-10-23,brun,34.0,5.0,33269.0,F,master,geologie,104.41,non,No
2406,2011-10-02,blond,29.0,8.0,34790.0,M,master,geologie,76.56,oui,No
6957,2010-09-30,chatain,44.0,10.0,39320.0,F,licence,forage,52.55,non,No
2721,2013-08-06,roux,28.0,8.0,36564.0,F,bac,forage,56.17,non,No
10068,2010-07-14,chatain,34.0,5.0,37161.0,F,master,forage,87.46,non,No
14082,2013-01-05,blond,32.0,9.0,46286.0,M,bac,forage,73.75,oui,No
17633,2013-01-05,brun,36.0,9.0,39725.0,F,licence,forage,82.37,oui,No
13089,2012-06-27,blond,32.0,6.0,32550.0,M,licence,geologie,90.79,non,No
15544,2014-01-19,blond,30.0,11.0,39019.0,F,licence,geologie,78.92,oui,Yes
9450,2010-06-05,brun,26.0,6.0,43583.0,M,bac,geologie,36.82,non,No
1670,2013-03-08,blond,44.0,1.0,29308.0,M,master,forage,83.21,oui,No
14042,2013-04-11,brun,16.0,9.0,51542.0,M,master,geologie,66.32,oui,No
1743,2013-11-25,brun,34.0,12.0,30538.0,F,licence,geologie,67.6,non,No
6411,2012-06-03,chatain,47.0,5.0,27201.0,M,doctorat,geologie,65.15,non,No
18363,2013-12-19,brun,32.0,15.0,31644.0,M,master,geologie,74.56,non,No
4420,2012-03-18,chatain,30.0,7.0,35010.0,M,master,detective,70.86,oui,Yes
2808,2010-09-19,blond,56.0,6.0,36157.0,M,licence,geologie,73.73,non,No
15018,2013-06-26,roux,55.0,8.0,33422.0,M,bac,forage,82.18,non,No
3564,2012-01-14,chatain,31.0,8.0,39255.0,F,master,detective,78.55,oui,No
5537,2014-07-13,blond,33.0,13.0,36021.0,F,licence,detective,70.0,non,No
4031,2013-12-20,chatain,32.0,8.0,27401.0,F,doctorat,detective,97.14,non,No
13968,2011-07-24,brun,50.0,10.0,32733.0,M,master,detective,77.13,oui,No
6676,2010-08-13,chatain,29.0,8.0,34951.0,F,master,archeologie,97.58,oui,No
10729,2010-10-29,chatain,37.0,4.0,47967.0,M,master,detective,69.68,oui,No
19018,2010-02-20,roux,33.0,15.0,32087.0,M,bac,geologie,73.24,non,No
19010,2010-05-12,chatain,33.0,9.0,39330.0,M,doctorat,geologie,53.13,oui,No
9166,2011-08-31,chatain,28.0,12.0,32476.0,F,master,archeologie,86.89,oui,No
6688,2010-02-17,brun,20.0,12.0,39590.0,M,licence,geologie,54.74,non,No
12316,2010-05-26,brun,19.0,,38031.0,M,licence,geologie,68.27,non,No
4815,2012-12-23,chatain,27.0,11.0,27675.0,F,doctorat,forage,91.44,non,No
16051,2011-03-10,roux,38.0,12.0,25745.0,M,master,geologie,99.46,non,Yes
11718,2010-03-17,brun,35.0,15.0,40428.0,M,licence,geologie,61.53,non,No
3247,2013-12-05,chatain,18.0,9.0,38720.0,M,doctorat,forage,80.81,oui,No
1010,2011-08-19,blond,30.0,5.0,35725.0,M,master,geologie,92.53,oui,Yes
4892,2013-03-27,brun,39.0,11.0,30399.0,M,master,geologie,80.45,non,No
13410,2012-02-01,blond,39.0,10.0,35927.0,F,licence,detective,82.54,non,Yes
17602,2010-05-03,roux,37.0,4.0,30634.0,M,licence,geologie,74.7,non,No
7211,2014-04-25,roux,27.0,8.0,32730.0,M,master,detective,97.01,oui,No
981,2011-01-26,brun,35.0,8.0,31221.0,M,master,forage,64.45,oui,No
18649,2012-04-22,brun,29.0,,38434.0,F,licence,detective,71.04,oui,No
0,2012-06-02,roux,25.0,9.0,26803.0,F,licence,geologie,97.08,non,No
10829,2010-08-30,brun,40.0,8.0,33398.0,M,doctorat,geologie,100.31,oui,No
3650,2012-02-24,brun,33.0,13.0,40691.0,F,licence,forage,78.06,non,No
2056,2010-07-07,,41.0,10.0,33221.0,F,licence,detective,82.1,oui,No
14424,2014-10-27,brun,36.0,15.0,37877.0,M,master,detective,92.78,oui,No
8828,2010-02-15,brun,31.0,8.0,44993.0,M,licence,detective,77.0,oui,No
18879,2013-12-15,brun,38.0,10.0,41795.0,M,bac,geologie,34.1,non,No
15817,2013-04-26,brun,46.0,9.0,28250.0,F,doctorat,detective,93.67,oui,Yes
4996,2014-11-03,blond,26.0,6.0,35019.0,F,bac,detective,54.78,non,No
12990,2011-11-10,chatain,36.0,7.0,29491.0,F,doctorat,geologie,96.62,oui,No
8847,2014-12-15,blond,36.0,8.0,37196.0,M,licence,geologie,55.91,non,No
19291,2013-05-17,chatain,30.0,9.0,31875.0,F,doctorat,forage,76.59,oui,No
10778,2014-12-13,chatain,36.0,3.0,36915.0,M,doctorat,forage,79.12,oui,No
14269,2010-12-31,brun,35.0,6.0,32579.0,F,master,forage,85.53,oui,No
18924,2014-04-11,brun,51.0,6.0,28505.0,F,master,geologie,90.53,non,No
4439,2014-11-19,brun,32.0,8.0,38478.0,M,master,geologie,59.36,oui,No
17652,2013-11-18,blond,45.0,13.0,37080.0,M,licence,geologie,52.74,non,No
18139,2012-04-20,chatain,26.0,11.0,38337.0,M,doctorat,detective,72.97,oui,No
5553,2010-02-10,blond,45.0,14.0,35734.0,M,bac,geologie,68.64,non,No
3828,2014-02-18,blond,36.0,7.0,31024.0,M,master,detective,95.99,oui,No
12147,2012-11-23,chatain,27.0,6.0,32369.0,F,licence,geologie,63.98,non,No
4074,2010-07-06,chatain,33.0,8.0,36076.0,F,master,detective,86.09,non,No
